"","","","","","","","","","","","Satisfaccion con su trabajo","","","Como describiria las relaciones en su lugar de trabajo","","Total de años trabajados","","","","",""
"32","No","Rara Vez Viaja","Investigación y Desarrollo","10","3","Medicina","1516","3","Masculino","Gerente","4","Soltero","25","2","80","10","5","5","2","0","0"
"54","No","Viaja Frecuentemente","Investigación y Desarrollo","11","4","Medicina","1520","2","Femenino","Gerente","4","Divorciado","20","1","80","26","14","2","9","1","12"
"29","Sí","Rara Vez Viaja","Investigación y Desarrollo","1","4","Técnico","1522","1","Masculino"," Investigador Científico","1","Soltero","13","3","80","11","9","2","7","0","7"
"44","No","Rara Vez Viaja","Investigación y Desarrollo","28","3","Ciencias de la Vida","1523","4","Masculino","Director de Investigación","1","Casado","13","3","80","24","20","1","6","14","17"
"39","No","Rara Vez Viaja","Investigación y Desarrollo","6","3","Ciencias de la Vida","1525","2","Femenino"," Director de Manufactura","2","Soltero","18","4","80","9","2","3","0","2","2"
"46","No","Rara Vez Viaja","Ventas","3","3","Ciencias de la Vida","1527","3","Femenino","Gerente","2","Casado","12","4","80","23","13","2","12","5","1"
"35","No","Rara Vez Viaja","Investigación y Desarrollo","16","3","Ciencias de la Vida","1529","4","Femenino","Representante de Salud","2","Soltero","19","4","80","11","11","3","8","3","3"
"23","No","Rara Vez Viaja","Investigación y Desarrollo","20","1","Ciencias de la Vida","1533","1","Masculino","Técnico de laboratorio","3","Soltero","14","2","80","5","4","2","3","1","2"
"40","Sí","Rara Vez Viaja","Investigación y Desarrollo","9","4","Ciencias de la Vida","1534","4","Masculino","Técnico de laboratorio","1","Soltero","14","2","80","15","5","3","4","1","0"
"34","No","Rara Vez Viaja","Ventas","1","3","Técnico","1535","4","Masculino"," Ejecutivo de Ventas","3","Casado","14","4","80","10","10","3","9","8","6"
"31","Sí","Viaja Frecuentemente","Investigación y Desarrollo","3","3","Ciencias de la Vida","1537","4","Femenino"," Investigador Científico","3","Soltero","12","1","80","7","7","2","2","7","7"
"50","No","Viaja Frecuentemente","Investigación y Desarrollo","22","5","Medicina","1539","3","Masculino","Director de Investigación","4","Soltero","13","4","80","32","32","2","6","13","9"
"34","No","Rara Vez Viaja","Ventas","7","2","Técnico","1541","2","Masculino","Ventas Representative","3","Casado","25","2","80","12","11","4","10","5","7"
"42","No","Rara Vez Viaja","Investigación y Desarrollo","2","3","Medicina","1542","3","Masculino","Técnico de laboratorio","2","Casado","14","2","80","4","1","3","0","0","0"
"37","No","Rara Vez Viaja","Investigación y Desarrollo","13","3","Medicina","1543","1","Masculino"," Investigador Científico","4","Casado","17","1","80","10","10","2","8","3","7"
"29","No","Rara Vez Viaja","Investigación y Desarrollo","8","1","Otro","1544","3","Femenino","Representante de Salud","1","Casado","13","3","80","9","7","3","7","0","7"
"33","No","Rara Vez Viaja","Investigación y Desarrollo","25","3","Ciencias de la Vida","1545","4","Masculino"," Director de Manufactura","2","Soltero","13","4","80","5","5","2","3","0","2"
"45","No","Rara Vez Viaja","Investigación y Desarrollo","28","3","Técnico","1546","4","Masculino"," Investigador Científico","4","Casado","20","4","80","8","5","3","4","0","3"
"42","No","Viaja Frecuentemente","Investigación y Desarrollo","2","3","Ciencias de la Vida","1547","4","Masculino","Representante de Salud","4","Casado","14","3","80","24","20","3","8","13","9"
"40","No","Rara Vez Viaja","Ventas","9","2","Medicina","1548","1","Masculino"," Ejecutivo de Ventas","1","Casado","12","4","80","9","8","5","4","7","1"
"33","No","Rara Vez Viaja","Investigación y Desarrollo","28","4","Ciencias de la Vida","1549","2","Masculino","Técnico de laboratorio","3","Casado","12","2","80","15","15","3","14","5","7"
"40","No","Rara Vez Viaja","Recursos Humanos","6","2","Medicina","1550","3","Masculino","Gerente","4","Soltero","21","4","80","21","21","2","7","7","7"
"24","No","Rara Vez Viaja","Investigación y Desarrollo","21","2","Técnico","1551","3","Masculino","Técnico de laboratorio","1","Divorciado","14","2","80","2","1","3","1","0","0"
"40","No","No Viaja","Investigación y Desarrollo","8","2","Ciencias de la Vida","1552","4","Masculino","Representante de Salud","4","Divorciado","18","3","80","8","2","2","2","2","2"
"45","No","Rara Vez Viaja","Investigación y Desarrollo","1","4","Técnico","1553","1","Masculino","Representante de Salud","2","Divorciado","12","1","80","10","10","4","8","7","7"
"35","No","Rara Vez Viaja","Ventas","28","4","Ciencias de la Vida","1554","2","Femenino","Ventas Representative","3","Casado","23","1","80","6","5","5","3","4","2"
"32","No","Rara Vez Viaja","Investigación y Desarrollo","5","2","Ciencias de la Vida","1555","4","Femenino"," Investigador Científico","2","Casado","12","1","80","12","7","2","1","2","5"
"36","No","Rara Vez Viaja","Ventas","2","4","Ciencias de la Vida","1556","3","Masculino","Ventas Representative","4","Soltero","21","4","80","7","3","3","2","1","2"
"48","No","Rara Vez Viaja","Ventas","16","4","Ciencias de la Vida","1557","3","Femenino"," Ejecutivo de Ventas","3","Divorciado","14","3","80","18","8","2","7","7","7"
"29","No","Rara Vez Viaja","Investigación y Desarrollo","9","3","Ciencias de la Vida","1558","3","Masculino"," Investigador Científico","3","Casado","18","1","80","5","1","2","0","0","0"
"33","No","Rara Vez Viaja","Ventas","8","4","Ciencias de la Vida","1560","1","Masculino"," Ejecutivo de Ventas","1","Casado","13","4","80","8","2","6","2","2","2"
"30","Sí","Rara Vez Viaja","Ventas","1","3","Ciencias de la Vida","1562","2","Masculino"," Ejecutivo de Ventas","1","Casado","11","4","80","10","10","4","8","6","7"
"38","No","Viaja Frecuentemente","Recursos Humanos","10","4","Recursos Humanos","1563","3","Masculino","Recursos Humanos","3","Casado","11","3","80","10","6","2","3","1","2"
"35","No","Rara Vez Viaja","Investigación y Desarrollo","1","3","Medicina","1564","4","Masculino","Técnico de laboratorio","1","Soltero","19","2","80","3","3","3","0","1","2"
"30","No","Rara Vez Viaja","Ventas","29","4","Técnico","1568","3","Masculino"," Ejecutivo de Ventas","2","Casado","12","2","80","9","4","3","2","1","3"
"35","Sí","Rara Vez Viaja","Investigación y Desarrollo","2","3","Ciencias de la Vida","1569","1","Femenino","Técnico de laboratorio","1","Divorciado","12","4","80","1","1","2","0","0","0"
"53","Sí","Rara Vez Viaja","Investigación y Desarrollo","2","5","Técnico","1572","3","Femenino"," Director de Manufactura","4","Casado","16","2","80","34","33","4","7","1","9"
"38","Sí","Rara Vez Viaja","Investigación y Desarrollo","2","3","Medicina","1573","3","Masculino"," Director de Manufactura","2","Casado","11","1","80","7","5","2","2","1","4"
"32","No","No Viaja","Investigación y Desarrollo","1","4","Técnico","1574","4","Masculino"," Investigador Científico","1","Casado","14","2","80","9","6","3","5","1","2"
"48","No","Rara Vez Viaja","Investigación y Desarrollo","15","4","Otro","1576","3","Femenino"," Investigador Científico","1","Casado","12","4","80","10","8","3","2","7","6"
"34","No","Rara Vez Viaja","Investigación y Desarrollo","7","4","Medicina","1577","1","Masculino"," Investigador Científico","4","Soltero","13","3","80","1","1","4","0","0","0"
"55","No","Rara Vez Viaja","Ventas","26","5","Marketing","1578","3","Masculino","Gerente","4","Casado","21","3","80","36","36","3","6","2","13"
"34","No","Rara Vez Viaja","Investigación y Desarrollo","1","4","Ciencias de la Vida","1580","2","Masculino"," Investigador Científico","4","Casado","17","2","80","9","2","3","2","2","1"
"26","No","Rara Vez Viaja","Investigación y Desarrollo","3","3","Ciencias de la Vida","1581","1","Femenino"," Investigador Científico","4","Casado","21","1","80","1","1","5","0","0","0"
"38","No","Rara Vez Viaja","Ventas","14","3","Ciencias de la Vida","1582","3","Masculino"," Ejecutivo de Ventas","2","Casado","11","4","80","10","9","3","8","7","7"
"38","No","Rara Vez Viaja","Ventas","16","3","Ciencias de la Vida","1583","2","Femenino"," Ejecutivo de Ventas","2","Soltero","12","2","80","8","3","5","2","1","2"
"36","No","Rara Vez Viaja","Ventas","1","4","Ciencias de la Vida","1585","2","Femenino"," Ejecutivo de Ventas","3","Soltero","13","1","80","15","1","5","0","0","0"
"29","No","Rara Vez Viaja","Investigación y Desarrollo","3","1","Medicina","1586","2","Masculino","Técnico de laboratorio","1","Soltero","18","4","80","10","10","3","9","1","5"
"35","No","Rara Vez Viaja","Investigación y Desarrollo","10","4","Medicina","1587","1","Femenino","Representante de Salud","3","Soltero","16","3","80","10","5","4","2","0","4"
"39","No","Rara Vez Viaja","Ventas","6","3","Medicina","1588","4","Masculino"," Ejecutivo de Ventas","3","Casado","11","1","80","11","7","3","6","7","6"
"29","No","Viaja Frecuentemente","Investigación y Desarrollo","2","1","Ciencias de la Vida","1590","1","Masculino","Representante de Salud","4","Divorciado","19","4","80","6","6","0","4","1","3"
"50","No","Rara Vez Viaja","Ventas","9","3","Marketing","1591","3","Masculino","Gerente","3","Casado","16","3","80","27","1","2","0","0","0"
"23","No","Rara Vez Viaja","Investigación y Desarrollo","10","3","Técnico","1592","4","Masculino"," Investigador Científico","3","Casado","16","4","80","4","2","2","2","2","2"
"36","No","Viaja Frecuentemente","Investigación y Desarrollo","6","4","Ciencias de la Vida","1594","1","Masculino","Técnico de laboratorio","1","Casado","13","4","80","9","3","3","2","0","2"
"42","No","Rara Vez Viaja","Investigación y Desarrollo","9","2","Otro","1595","4","Masculino","Gerente","4","Soltero","22","4","80","24","1","2","0","0","1"
"35","No","Rara Vez Viaja","Investigación y Desarrollo","28","3","Ciencias de la Vida","1596","2","Masculino","Técnico de laboratorio","3","Casado","17","4","80","10","10","3","9","6","8"
"34","No","Viaja Frecuentemente","Investigación y Desarrollo","10","4","Técnico","1597","4","Masculino","Representante de Salud","3","Casado","14","2","80","8","8","3","2","7","7"
"40","No","Rara Vez Viaja","Ventas","14","2","Ciencias de la Vida","1598","4","Femenino"," Ejecutivo de Ventas","1","Casado","15","3","80","5","5","2","4","1","2"
"43","No","Rara Vez Viaja","Investigación y Desarrollo","27","3","Técnico","1599","4","Masculino","Técnico de laboratorio","2","Divorciado","12","3","80","8","6","0","4","0","2"
"35","No","Rara Vez Viaja","Investigación y Desarrollo","7","2","Ciencias de la Vida","1601","3","Masculino","Técnico de laboratorio","4","Casado","18","4","80","1","1","5","0","0","1"
"46","No","Rara Vez Viaja","Ventas","1","4","Ciencias de la Vida","1602","4","Masculino","Gerente","1","Soltero","15","2","80","27","26","5","0","0","12"
"28","Sí","Rara Vez Viaja","Investigación y Desarrollo","24","3","Medicina","1604","3","Masculino","Técnico de laboratorio","2","Casado","17","3","80","1","1","3","1","0","0"
"22","No","No Viaja","Investigación y Desarrollo","26","2","Otro","1605","2","Femenino"," Investigador Científico","3","Casado","14","2","80","4","4","2","2","1","3"
"50","No","Viaja Frecuentemente","Investigación y Desarrollo","20","5","Medicina","1606","2","Masculino","Representante de Salud","3","Casado","15","3","80","32","30","3","8","12","13"
"32","No","Rara Vez Viaja","Investigación y Desarrollo","5","4","Otro","1607","2","Femenino"," Investigador Científico","4","Casado","17","4","80","6","3","3","2","0","2"
"44","No","Rara Vez Viaja","Investigación y Desarrollo","7","3","Medicina","1608","2","Femenino","Director de Investigación","4","Divorciado","14","4","80","23","22","4","7","1","10"
"30","No","Rara Vez Viaja","Investigación y Desarrollo","7","3","Medicina","1609","2","Masculino"," Investigador Científico","2","Casado","12","2","80","6","6","3","4","1","1"
"45","No","Rara Vez Viaja","Investigación y Desarrollo","5","5","Medicina","1611","3","Femenino","Técnico de laboratorio","1","Soltero","14","1","80","10","10","3","7","1","4"
"45","No","No Viaja","Ventas","26","3","Marketing","1612","1","Masculino"," Ejecutivo de Ventas","1","Casado","15","1","80","10","10","2","7","4","5"
"31","No","Viaja Frecuentemente","Ventas","2","4","Otro","1613","4","Masculino"," Ejecutivo de Ventas","1","Soltero","13","4","80","10","5","3","2","0","3"
"36","No","Rara Vez Viaja","Investigación y Desarrollo","12","4","Ciencias de la Vida","1614","3","Femenino"," Director de Manufactura","3","Casado","12","2","80","7","3","2","2","1","1"
"34","No","Viaja Frecuentemente","Investigación y Desarrollo","10","4","Ciencias de la Vida","1615","3","Masculino"," Director de Manufactura","4","Divorciado","13","1","80","9","9","3","7","7","2"
"49","No","Rara Vez Viaja","Investigación y Desarrollo","25","4","Ciencias de la Vida","1617","3","Femenino","Técnico de laboratorio","1","Casado","14","4","80","10","9","3","6","1","4"
"39","No","Rara Vez Viaja","Investigación y Desarrollo","10","5","Medicina","1618","2","Masculino"," Director de Manufactura","1","Casado","13","4","80","10","7","3","7","7","7"
"27","No","Rara Vez Viaja","Investigación y Desarrollo","19","3","Otro","1619","4","Masculino","Técnico de laboratorio","1","Divorciado","11","1","80","7","7","3","7","0","7"
"35","No","Rara Vez Viaja","Investigación y Desarrollo","18","5","Ciencias de la Vida","1621","2","Masculino"," Investigador Científico","1","Casado","11","4","80","16","16","2","15","1","10"
"28","No","Rara Vez Viaja","Investigación y Desarrollo","27","3","Medicina","1622","2","Femenino"," Director de Manufactura","1","Divorciado","21","2","80","6","5","5","3","0","0"
"21","No","Rara Vez Viaja","Investigación y Desarrollo","5","1","Medicina","1623","3","Masculino"," Investigador Científico","4","Soltero","18","3","80","3","2","2","2","2","2"
"18","Sí","Viaja Frecuentemente","Ventas","3","2","Medicina","1624","2","Femenino","Ventas Representative","4","Soltero","12","3","80","0","0","2","0","0","0"
"47","No","Rara Vez Viaja","Recursos Humanos","26","4","Ciencias de la Vida","1625","4","Femenino","Gerente","3","Casado","11","3","80","27","5","2","2","1","0"
"39","No","Rara Vez Viaja","Investigación y Desarrollo","3","2","Medicina","1627","3","Masculino","Técnico de laboratorio","3","Divorciado","15","4","80","11","10","3","8","0","7"
"40","No","Rara Vez Viaja","Investigación y Desarrollo","15","3","Ciencias de la Vida","1628","1","Femenino"," Director de Manufactura","3","Casado","13","4","80","18","18","2","15","14","12"
"35","No","No Viaja","Investigación y Desarrollo","8","4","Ciencias de la Vida","1630","3","Femenino","Representante de Salud","3","Casado","12","4","80","15","14","5","11","2","9"
"37","No","Rara Vez Viaja","Investigación y Desarrollo","19","3","Ciencias de la Vida","1631","3","Masculino"," Director de Manufactura","3","Casado","17","1","80","9","4","2","3","0","2"
"39","No","Viaja Frecuentemente","Investigación y Desarrollo","4","3","Medicina","1633","1","Femenino"," Director de Manufactura","3","Soltero","13","4","80","10","9","2","2","3","8"
"45","No","Rara Vez Viaja","Investigación y Desarrollo","2","2","Otro","1635","4","Femenino"," Director de Manufactura","4","Divorciado","19","1","80","10","10","3","7","3","9"
"38","No","Rara Vez Viaja","Investigación y Desarrollo","2","2","Medicina","1638","4","Femenino"," Director de Manufactura","3","Casado","19","4","80","10","5","6","4","0","2"
"35","Sí","Rara Vez Viaja","Ventas","10","3","Medicina","1639","4","Masculino"," Ejecutivo de Ventas","1","Casado","17","3","80","15","13","3","12","6","0"
"37","No","Rara Vez Viaja","Investigación y Desarrollo","10","3","Medicina","1640","2","Femenino"," Investigador Científico","2","Casado","11","1","80","8","8","2","4","7","7"
"40","No","Rara Vez Viaja","Investigación y Desarrollo","16","3","Ciencias de la Vida","1641","3","Femenino"," Director de Manufactura","4","Soltero","15","4","80","18","4","2","2","3","3"
"44","No","Viaja Frecuentemente","Recursos Humanos","1","5","Recursos Humanos","1642","1","Masculino","Recursos Humanos","4","Casado","11","3","80","14","10","3","7","0","2"
"48","No","Viaja Frecuentemente","Investigación y Desarrollo","4","5","Medicina","1644","3","Masculino","Gerente","4","Casado","25","2","80","23","2","3","2","2","2"
"35","Sí","Rara Vez Viaja","Ventas","15","2","Medicina","1645","1","Masculino"," Ejecutivo de Ventas","4","Divorciado","14","4","80","7","2","2","2","2","2"
"24","No","Viaja Frecuentemente","Investigación y Desarrollo","2","1","Técnico","1646","1","Femenino"," Investigador Científico","4","Soltero","13","3","80","6","6","2","3","1","3"
"27","No","Rara Vez Viaja","Investigación y Desarrollo","8","3","Medicina","1647","2","Femenino"," Investigador Científico","3","Casado","17","1","80","5","3","0","2","0","2"
"27","No","Viaja Frecuentemente","Investigación y Desarrollo","2","3","Medicina","1648","4","Masculino"," Investigador Científico","4","Soltero","13","3","80","6","4","0","2","1","2"
"40","Sí","Rara Vez Viaja","Investigación y Desarrollo","7","3","Ciencias de la Vida","1649","1","Masculino","Técnico de laboratorio","1","Soltero","14","2","80","10","4","3","2","0","3"
"29","No","Rara Vez Viaja","Ventas","10","3","Medicina","1650","3","Masculino"," Ejecutivo de Ventas","3","Soltero","11","3","80","8","5","2","2","1","4"
"36","No","Rara Vez Viaja","Investigación y Desarrollo","5","4","Ciencias de la Vida","1651","2","Femenino","Representante de Salud","1","Casado","12","3","80","9","3","6","2","0","2"
"25","No","Viaja Frecuentemente","Investigación y Desarrollo","2","1","Ciencias de la Vida","1653","4","Masculino"," Director de Manufactura","3","Divorciado","17","3","80","7","7","6","7","0","7"
"39","No","Rara Vez Viaja","Investigación y Desarrollo","12","3","Medicina","1654","4","Masculino"," Director de Manufactura","2","Casado","21","3","80","7","5","3","4","1","0"
"49","No","Rara Vez Viaja","Investigación y Desarrollo","22","4","Otro","1655","1","Femenino","Director de Investigación","2","Casado","16","2","80","27","4","2","2","1","2"
"50","No","Rara Vez Viaja","Investigación y Desarrollo","17","5","Ciencias de la Vida","1656","4","Femenino","Director de Investigación","1","Divorciado","15","3","80","19","14","3","11","1","11"
"20","No","Rara Vez Viaja","Ventas","2","3","Medicina","1657","3","Femenino","Ventas Representative","3","Soltero","19","1","80","2","2","3","2","2","2"
"34","No","Rara Vez Viaja","Investigación y Desarrollo","3","3","Ciencias de la Vida","1658","4","Femenino"," Investigador Científico","2","Divorciado","12","3","80","11","11","2","8","7","9"
"36","No","Rara Vez Viaja","Investigación y Desarrollo","7","3","Ciencias de la Vida","1659","1","Masculino","Técnico de laboratorio","2","Soltero","11","3","80","15","4","4","3","1","3"
"49","No","Rara Vez Viaja","Investigación y Desarrollo","6","1","Ciencias de la Vida","1661","3","Femenino","Representante de Salud","3","Casado","19","2","80","30","15","3","11","2","12"
"36","No","No Viaja","Investigación y Desarrollo","1","4","Medicina","1662","4","Femenino"," Director de Manufactura","3","Casado","15","3","80","4","3","6","2","1","2"
"36","No","Rara Vez Viaja","Investigación y Desarrollo","3","2","Ciencias de la Vida","1664","4","Masculino","Representante de Salud","1","Divorciado","20","1","80","13","5","3","4","0","4"
"54","No","Rara Vez Viaja","Investigación y Desarrollo","22","5","Medicina","1665","2","Femenino","Gerente","3","Casado","25","3","80","36","10","6","8","4","7"
"43","No","Rara Vez Viaja","Investigación y Desarrollo","15","2","Ciencias de la Vida","1666","3","Masculino","Director de Investigación","3","Casado","24","1","80","14","14","3","10","6","11"
"35","Sí","Viaja Frecuentemente","Ventas","12","4","Otro","1667","4","Masculino"," Ejecutivo de Ventas","4","Soltero","24","1","80","13","11","2","9","6","7"
"38","No","Viaja Frecuentemente","Investigación y Desarrollo","1","3","Ciencias de la Vida","1668","4","Masculino"," Investigador Científico","4","Casado","15","4","80","19","13","4","11","2","9"
"29","No","Rara Vez Viaja","Ventas","5","3","Medicina","1669","1","Masculino"," Ejecutivo de Ventas","2","Divorciado","13","2","80","10","10","3","0","0","9"
"33","No","Rara Vez Viaja","Ventas","2","4","Medicina","1670","4","Masculino"," Ejecutivo de Ventas","4","Divorciado","14","3","80","6","6","5","2","0","4"
"32","No","Rara Vez Viaja","Investigación y Desarrollo","2","3","Medicina","1671","4","Masculino"," Investigador Científico","2","Divorciado","13","3","80","10","9","4","5","1","6"
"31","No","Rara Vez Viaja","Ventas","5","4","Ciencias de la Vida","1673","1","Femenino"," Ejecutivo de Ventas","4","Casado","11","1","80","10","10","2","0","0","2"
"49","No","Rara Vez Viaja","Investigación y Desarrollo","16","3","Medicina","1674","4","Femenino","Técnico de laboratorio","1","Divorciado","16","2","80","17","2","2","2","2","2"
"38","No","Viaja Frecuentemente","Investigación y Desarrollo","2","3","Medicina","1675","4","Femenino","Técnico de laboratorio","2","Soltero","22","2","80","4","4","3","3","3","3"
"47","No","Rara Vez Viaja","Ventas","2","4","Ciencias de la Vida","1676","2","Femenino","Gerente","2","Divorciado","14","3","80","29","3","2","2","1","2"
"49","No","Rara Vez Viaja","Investigación y Desarrollo","1","3","Ciencias de la Vida","1677","3","Masculino","Gerente","3","Soltero","14","1","80","23","8","2","7","0","0"
"41","No","Rara Vez Viaja","Ventas","23","2","Ciencias de la Vida","1678","4","Masculino"," Ejecutivo de Ventas","3","Soltero","16","4","80","21","2","2","0","0","2"
"20","No","Rara Vez Viaja","Ventas","9","1","Ciencias de la Vida","1680","4","Masculino","Ventas Representative","1","Soltero","11","1","80","2","2","3","2","0","2"
"33","No","No Viaja","Ventas","16","3","Ciencias de la Vida","1681","3","Femenino"," Ejecutivo de Ventas","4","Divorciado","25","3","80","7","6","2","5","1","2"
"36","No","Rara Vez Viaja","Investigación y Desarrollo","26","4","Ciencias de la Vida","1682","1","Masculino","Representante de Salud","3","Casado","14","2","80","10","3","2","2","0","2"
"44","No","Rara Vez Viaja","Recursos Humanos","1","3","Ciencias de la Vida","1683","3","Femenino","Recursos Humanos","4","Divorciado","18","1","80","8","2","2","2","2","2"
"23","Sí","Rara Vez Viaja","Investigación y Desarrollo","8","1","Medicina","1684","4","Masculino","Técnico de laboratorio","3","Soltero","11","1","80","5","5","2","4","1","2"
"38","No","Rara Vez Viaja","Investigación y Desarrollo","4","2","Medicina","1687","4","Femenino","Técnico de laboratorio","3","Casado","19","4","80","7","0","5","0","0","0"
"53","No","Rara Vez Viaja","Investigación y Desarrollo","24","4","Medicina","1689","2","Masculino","Representante de Salud","4","Casado","15","3","80","11","4","2","3","1","2"
"48","Sí","Viaja Frecuentemente","Ventas","7","2","Medicina","1691","4","Femenino","Ventas Representative","3","Casado","11","3","80","19","9","3","7","7","7"
"32","Sí","Rara Vez Viaja","Investigación y Desarrollo","2","4","Ciencias de la Vida","1692","4","Masculino","Técnico de laboratorio","2","Soltero","12","1","80","1","1","2","0","0","0"
"26","No","No Viaja","Investigación y Desarrollo","7","3","Medicina","1693","4","Masculino","Técnico de laboratorio","4","Soltero","20","3","80","7","7","5","7","5","7"
"55","No","Rara Vez Viaja","Investigación y Desarrollo","22","3","Técnico","1694","1","Masculino"," Investigador Científico","2","Divorciado","12","4","80","8","4","1","2","1","2"
"34","No","Rara Vez Viaja","Investigación y Desarrollo","5","2","Medicina","1696","2","Masculino","Técnico de laboratorio","4","Casado","14","3","80","15","15","3","10","4","13"
"60","No","Rara Vez Viaja","Investigación y Desarrollo","1","4","Medicina","1697","3","Masculino","Representante de Salud","4","Divorciado","20","3","80","19","1","2","0","0","0"
"33","No","Rara Vez Viaja","Investigación y Desarrollo","21","3","Medicina","1698","2","Masculino","Técnico de laboratorio","2","Casado","18","4","80","14","14","6","11","2","13"
"37","No","Viaja Frecuentemente","Ventas","1","4","Medicina","1700","3","Masculino"," Ejecutivo de Ventas","4","Divorciado","14","3","80","6","6","2","3","1","3"
"34","No","Rara Vez Viaja","Investigación y Desarrollo","19","3","Ciencias de la Vida","1701","2","Femenino"," Investigador Científico","4","Casado","12","2","80","10","10","3","9","8","7"
"23","Sí","Rara Vez Viaja","Ventas","7","3","Ciencias de la Vida","1702","3","Masculino","Ventas Representative","4","Divorciado","21","2","80","3","3","2","2","0","2"
"44","No","Rara Vez Viaja","Investigación y Desarrollo","2","3","Ciencias de la Vida","1703","3","Femenino","Representante de Salud","4","Casado","19","2","80","9","8","2","7","6","7"
"35","No","Viaja Frecuentemente","Investigación y Desarrollo","2","4","Medicina","1704","1","Masculino"," Investigador Científico","4","Soltero","14","3","80","6","5","2","4","1","4"
"43","No","Rara Vez Viaja","Ventas","2","3","Medicina","1706","4","Masculino"," Ejecutivo de Ventas","4","Casado","17","1","80","10","10","3","9","8","8"
"24","No","Rara Vez Viaja","Investigación y Desarrollo","9","3","Medicina","1707","3","Masculino"," Investigador Científico","3","Casado","16","4","80","5","5","1","3","0","4"
"41","No","Rara Vez Viaja","Ventas","6","3","Marketing","1708","4","Masculino"," Ejecutivo de Ventas","3","Soltero","12","2","80","10","10","3","8","8","7"
"29","No","Rara Vez Viaja","Investigación y Desarrollo","9","4","Medicina","1709","4","Femenino","Técnico de laboratorio","3","Casado","17","3","80","9","5","2","3","1","2"
"36","No","Rara Vez Viaja","Ventas","2","4","Ciencias de la Vida","1710","3","Femenino","Ventas Representative","4","Soltero","15","3","80","17","13","2","7","6","7"
"45","No","No Viaja","Investigación y Desarrollo","1","1","Ciencias de la Vida","1712","3","Masculino","Representante de Salud","3","Casado","23","4","80","25","23","3","15","14","4"
"24","Sí","Rara Vez Viaja","Recursos Humanos","22","1","Recursos Humanos","1714","4","Masculino","Recursos Humanos","3","Casado","11","3","80","1","1","2","0","0","0"
"47","Sí","Viaja Frecuentemente","Ventas","9","3","Ciencias de la Vida","1716","3","Masculino"," Ejecutivo de Ventas","3","Casado","11","3","80","25","23","3","5","14","10"
"26","No","Rara Vez Viaja","Investigación y Desarrollo","17","4","Medicina","1718","4","Masculino","Técnico de laboratorio","3","Casado","15","3","80","3","3","3","2","0","2"
"45","No","Rara Vez Viaja","Investigación y Desarrollo","28","2","Técnico","1719","4","Femenino","Director de Investigación","2","Soltero","11","3","80","21","21","2","6","8","6"
"32","No","Viaja Frecuentemente","Investigación y Desarrollo","10","3","Ciencias de la Vida","1720","1","Masculino"," Investigador Científico","3","Casado","13","1","80","10","5","3","2","1","3"
"31","No","Rara Vez Viaja","Investigación y Desarrollo","2","4","Ciencias de la Vida","1721","2","Masculino","Técnico de laboratorio","3","Casado","14","4","80","6","5","2","2","0","3"
"41","No","No Viaja","Recursos Humanos","4","3","Recursos Humanos","1722","3","Masculino","Recursos Humanos","2","Casado","19","2","80","10","3","4","2","1","2"
"40","No","Rara Vez Viaja","Investigación y Desarrollo","8","2","Ciencias de la Vida","1724","2","Femenino"," Director de Manufactura","1","Casado","16","2","80","18","1","3","0","0","0"
"24","No","Rara Vez Viaja","Investigación y Desarrollo","29","1","Medicina","1725","2","Masculino","Técnico de laboratorio","1","Divorciado","13","2","80","6","6","2","2","1","2"
"46","No","Rara Vez Viaja","Investigación y Desarrollo","13","4","Ciencias de la Vida","1727","3","Masculino","Representante de Salud","2","Soltero","14","4","80","19","10","3","7","0","9"
"35","No","Rara Vez Viaja","Investigación y Desarrollo","27","4","Ciencias de la Vida","1728","4","Masculino"," Director de Manufactura","3","Casado","16","2","80","17","7","3","7","0","7"
"30","No","Rara Vez Viaja","Investigación y Desarrollo","16","1","Ciencias de la Vida","1729","2","Masculino"," Investigador Científico","4","Casado","12","2","80","10","10","2","0","0","8"
"47","No","No Viaja","Ventas","2","4","Marketing","1731","3","Masculino"," Ejecutivo de Ventas","2","Casado","11","4","80","4","1","3","0","0","0"
"46","No","Rara Vez Viaja","Ventas","2","3","Ciencias de la Vida","1732","3","Masculino"," Ejecutivo de Ventas","4","Divorciado","12","2","80","13","10","5","6","0","3"
"36","Sí","Rara Vez Viaja","Ventas","13","5","Marketing","1733","2","Masculino"," Ejecutivo de Ventas","1","Divorciado","13","2","80","16","2","3","2","2","2"
"32","Sí","Rara Vez Viaja","Ventas","1","2","Ciencias de la Vida","1734","1","Masculino"," Ejecutivo de Ventas","2","Soltero","15","2","80","10","0","2","0","0","0"
"23","No","Rara Vez Viaja","Investigación y Desarrollo","4","1","Medicina","1735","3","Femenino","Técnico de laboratorio","2","Soltero","13","3","80","3","3","3","2","1","2"
"31","No","Viaja Frecuentemente","Investigación y Desarrollo","24","1","Técnico","1736","4","Femenino"," Director de Manufactura","4","Soltero","20","4","80","9","5","3","4","1","4"
"39","No","No Viaja","Investigación y Desarrollo","1","3","Ciencias de la Vida","1737","4","Masculino","Técnico de laboratorio","4","Casado","15","4","80","9","9","2","8","5","8"
"32","No","Rara Vez Viaja","Ventas","19","3","Ciencias de la Vida","1739","4","Masculino"," Ejecutivo de Ventas","3","Casado","13","3","80","10","4","2","3","0","2"
